id,name,label,superclass,classification,subclass,family,distribution,designer,weight,rg,extra condensed,compressed,condensed,wide,extra wide,display,caption,soft,character,cap48,x48,xheight,counter,adjust,about,history,usage,whattheysay,link,pairing,google,stylesheet,100 Greatest Fonts,Google Ranking,Typewolf Google,Typewolf Adobe,100 Greatest Score,Google Ranking Score,Typewolf Google Score,Typewolf Adobe Score,Good Fonts Table,Score,Quality,Utility,Underrated Boost,In Use Boost,Rating,Year,Vibe,inuse,status
76,Neue Kabel,Neue Kabel,Sans,Geometric,Kabel,,Adobe,Rudolf Koch;Marc Schütz;Monotype,100;100i;200;200i;300;300i;400;400i;500;500i;600;600i;700;700i;800;800i;900;900i,100;100i;200;200i;300;300i;400;400i;500;500i;600;600i;700;700i;800;800i;900;900i,,,,,,,,,7,33.5,21,1.60,90%,1,"<br/>  The Neue Kabel® typeface family, from Marc Schütz, takes the original charm of Rudolf Koch’s 1927 design and ushers it into the 21st century. It maintains the rhythm and proportions of Koch’s typeface, and adds the consistent design traits and family structure of a 21st century sans serif.<br/><br/>License Neue Kabel on MyFonts<br/><br/>See the Neue Kabel story here<br/><br/><br/>","A classic geometric sans that doesn’t quite translate well to digital. It has a very low x height that makes it difficult to use for body copy. Still, very distinctive and has stood the test of time for a reason - try it if you want something that is classy like Futura yet slightly more quirky. Try pairing with an old style or low x-height contemporary serif. If your struggling to pair or find the x-height too low, try using Outfit’s alternate characters.",,,https://fonts.adobe.com/fonts/neue-kabel,Garamond;Caslon;,Outfit,blh2per,78,,,27,1,,,8,,10,10,9,10,,110,1927,Elegant,,Retain (High quality underrated)
77,Neuzeit Grotesk,Neuzeit Grotesk,Sans,Geometric,Neuzeit,,Adobe,URW Type Foundry;Wilhelm Pischner,300;400;700;900,300;400;700;900,ExtCond-900,,Cond-900,,,,,,1,32,22,1.45,72%,0.955223880597015,N/A,"This underrated classic sans has influenced many of the popular geometric fonts that have appeared recently. With a higher X-height than Futura, it can be a better choice for digital. Whereas Futura can feel classy yet austere, Neuzeit feels warm, clean and friendly. Looks great as an accent, or can complement a characterful old style or contemporary serif.",,,https://fonts.adobe.com/fonts/neuzeit-grotesk,NeoGrotesque;Frutiger;Johnston;Garamond;,DM Sans,aah6neu,,,,,,,,,,0,10,8,,10,90,1928,Neutral,Chamber Music Society;Public Book,
78,Newsreader,Newsreader,Serif,Serif,Caslon,,Google,Production Type,200;200i;300;300i;400;400i;500;500i;600;600i;700;700i;800;800i,200;200i;300;300i;400;400i;500;500i;600;600i;700;700i;800;800i,,,,,,,,,4,33,22,1.50,,0.985074626865672,"NewsReader is an original typeface designed by Production Type, primarily intended for continuous on-screen reading in content-rich environments.",,,,https://fonts.google.com/specimen/Newsreader,Blake;Johnston;Neuzeit,,,,,,,,,1,,,1,9,9,10,,92,2020,Neutral,,
79,Nunito Sans,Nunito Sans,Sans,Geometric,Proxima,,Google,Vernon Adams;Jacques Le Bailly;Manvel Shmavonyan;Alexei Vanyashin,200..1000;200..1000i,200..1000;200..1000i,,,,,,,,!Nunito-200..1000;200..1000i,0,34,23.5,1.45,80%,1.01492537313433,"Nunito is a well balanced sans serif typeface superfamily, with 2 versions: The project began with Nunito, created by Vernon Adams as a rounded terminal sans serif for display typography. Jacques Le Bailly extended it to a full set of weights, and an accompanying regular non-rounded terminal version, Nunito Sans.  <br/>In February 2023, Nunito Sans has been upgraded to a variable font with four axes: ascenders high, optical size, width and weight. Cyrillic has been added and the language support expanded. <br/>To contribute, please see github.com/googlefonts/NunitoSans.",A high quality free variation on the popular Proxima Nova font. The x-height is a little lower and the letter forms aren’t as interesting at larger sizes but is still a great workhorse font that fits in just about anywhere and fits in even better with some old-styles than Proxima Nova.,,,https://fonts.google.com/specimen/Nunito+Sans,Garamond;Caslon;,,,,11,,,,43,0,1,,15.3333333333333,8,8,,10,89,2011,Neutral,Mozilla;Museo Thyssen,
80,Obviously Variable,Obviously Variable,Sans,Grotesque,Blake,,Google,James Edmondson;OH no Type Co.,200…900;200…900i,200…900;200…900i,,,,,,,,,4,36,29,1.24,,1.07462686567164,,,,,https://fonts.adobe.com/fonts/obviously-variable,DIN;Times;Blake;,Syne,kfm1ruq,,,,,,,,12,,12,8,9,,,84,2018,Quirky,,REMOVE
81,Old Standard TT,Old Standard TT,Serif,Modern,Century,,Google,Alexey Kryukov,400;400i;700,400;400i;700,,,,,,,,,4,34,22,1.55,25%,1.01492537313433,"Old Standard reproduces a specific type of Modern (classicist) style of serif typefaces, very commonly used in various editions of the late 19th and early 20th century, but almost completely abandoned later. However, this lettertype still has at least two advantages: it can be considered a good choice for typesetting scientific papers, especially on social and humanitarian sciences, as its specific features are closely associated in people's eyes with old books they learned on; the most beautiful examples of Greek and Cyrillic lettertypes were all based on the classicist style, so for those scripts, &quot;Modern&quot; fonts are much more appropriate than any contemporary (e. g. Times-based) designs. The name &quot;Old Standard&quot; was selected as opposed to the &quot;Obyknovennaya Novaya&quot; (&quot;New Standard&quot;) typeface, widely used in Soviet typography, which represents another, slightly different type of the same Modern style. Of course this name doesn't look very original, but it seems to be a good choice for a revival of the most common lettertype of the early 20th century.",An open source revival of the Century Schoolbook-style modern serif. Only a handful of weights and widths available but reproduces the slightly condensed variation well. Reasonably comfortable for longform copy compared to other moderns. Try pairing with Futura-style geometric moderns.,,,https://fonts.google.com/specimen/Old+Standard+TT,Futura;Blake;,,,,30,,,,24,,,,8,8,6,10,,66,2009,Quirky,,"Retain (Free, high quality, underrated)"
82,OrpheusPro,Orpheus Pro,Serif,Contemporary,Glyphic,,Adobe,Kevin King;Patrick Griffin;Canada Type,400;400i;500;700,400;400i;500;700,,,400;500;700,,,,,,3,35,23,1.52,65%,1.04477611940299,"<br/>  Orpheus Pro is rooted in two late 1920s designs by Walter Tiemann, who had an impressive talent for combining classic Roman proportions and Art Deco sensibilities. It has become a standard font in packaging and entertainment design.<br/><br/><br/>","Closer to carved Roman letterforms than any print serif, Orpheus Pro is a popular choice for large lettering and branding. It doesn’t work so well at smaller sizes. If you’re looking to pair, try it with a geometric sans or even an old-style or transitional serif.",,,https://fonts.adobe.com/fonts/orpheus,Optima;Futura;Neuzeit;Garamond;Caslon;,Fraunces,sug0jcn,,,,4,,,,21,,21,9,7,,5,89,1928,Elegant,Oxford American,
83,Oswald,Oswald,Sans,Grotesque,Franklin,,Google,Vernon Adams;Kalapi Gajjar;Cyreal,200..700,200..700,,,,,,,,,2,39,23.5,1.66,27%,1.16417910447761,"Oswald is a reworking of the classic style historically represented by the 'Alternate Gothic' sans serif typefaces. The characters of Oswald were initially re-drawn and reformed to better fit the pixel grid of standard digital screens. Oswald is designed to be used freely across the internet by web browsers on desktop computers, laptops and mobile devices.  <br/> - Since the initial launch in 2011, Oswald was updated continually by Vernon Adams until 2014. Vernon added Light and Bold weights, support for more Latin and Cyrillic languages, tightened the spacing and kerning and made many glyph refinements throughout the family based on hundreds of users' feedback. - In 2016 the Latin part of the family was updated by Kalapi Gajjar to complete the work started by Vernon. - In January 2019, it was updated with a variable font Weight axis. - In July 2023, the font was upgraded with a Cyrillic character set expansion, and the rendering of math symbols was improved.  <br/> To contribute, see github.com/googlefonts/OswaldFont",,,,https://fonts.google.com/specimen/Oswald,Franklin;Blake;NeoGrotesque,,,,3,,,,51,,,15,32,7,4,,15,75,2012,Neutral,Clarks;Wired;Garmin;Yamaha,
84,Outfit,Outfit,Sans,Geometric,Neuzeit,,Google,Smartsheet Inc;Rodrigo Fuenzalida,100..900,100..900,,,,,,,,,1,33.5,23,1.46,70%,1,"A beautiful geometric sans: The official typeface for brand automation company outfit.io. Inspired by the ligature-rich outfit wordmark, Outfit.io is delighted to release it's own type family. The Outfit typeface links the Outfit written voice to Outfit product marks; on brand by default. <br/>In 2023, the font has been updated, offering a more expanded language support. <br/>To contribute to the project, visit github.com/Outfitio/Outfit-Fonts","Outfit is a geometric sans serif commissioned designed by Rodrigo Fuenzalida for outfit.io and open sourced in 2021. It seems like outfit.io have rebranded since then, but the font remains available through Google.","Outfit is a great geometric sans that is similar to Sophia in that it is highly geometric whilst remaining warm and friendly. It comes with a range of interesting stylistic alternates that are similar to Neue Kabel. Outfit is a little dark and compact, so try using lighter weights and letter spacing to improve legibility at smaller sizes.","A beautiful geometric sans: The official typeface for brand automation company outfit.io. Inspired by the ligature-rich outfit wordmark, Outfit.io is delighted to release it's own type family. ",https://fonts.google.com/specimen/Outfit,Garamond;Caslon;Frutiger;Johnston;,,,,36,,,,18,1,1,,8,10,9,10,5,113,2021,Neutral,Mashable,
85,Overpass,Overpass,Sans,Geometric,DIN,Overpass,Google,Delve Withrington;Dave Bailey;Thomas Jockin,100..900;100..900i,100..900;100..900i,,,,,,,,,3,33.5,24.5,1.37,57%,1,"Overpass is a free, Open Source typeface designed by Delve Fonts. The design of Overpass is an interpretation of the well-known “Highway Gothic” letterforms from the Standard Alphabets for Traffic Control Devices published by the U.S. Federal Highway Administration. Starting from those specifications, critical adjustments were made to the letterforms to create an optimal presentation at smaller sizes on-screen and later for display sizes, especially in the lighter weights. Also see Overpass Mono! Overpass can be used for everything from extended passages of text in print and online, to UI design, posters, wayfinding signage, and environmental graphic design.  Designers: Delve Withrington, Dave Bailey, and Thomas Jockin TrueType Hinting: Jason Campbell Direction: Dave Crossland, Andy Fitzsimon, Jakub Steiner, and Ben Dubrovsky Special thanks: Aaron Bell for his diligence in preparing v4.0 for release and Michael Luton for his insight and support.  To contribute to the project, please visit https://github.com/RedHatOfficial/Overpass","A free variant on Highway Gothic/Interstate, also inspired by highway signage. Letterforms are more compact compared to interstate, and x-height is a little lower. Still looks good in a range of contexts, including paired with grotesques, contemporary and slab serifs.",,,https://fonts.google.com/specimen/Overpass,NeoGrotesque;MetaSerif;Slab;,,,,31,,,,23,1,1,,9.66666666666667,9,9,,5,96,2014,Technical,International Labor Organization,
86,Overpass Mono,Overpass Mono,Mono,GeometricMono,Mono,Overpass,Google,Delve Withrington;Dave Bailey;Thomas Jockin,300;400;500;600;700,300;400;500;600;700,,,,,,,,,3,33.5,24.5,1.37,57%,1,"Overpass Mono is a thoughtful, monospaced re-imagining of the Overpass proportional design, designed by Delve Fonts. Consisting of five weights ranging from Light to Bold. The Overpass Mono fonts are finely tuned to meet the requirements of today’s programmers. The design of Overpass is an interpretation of the well-known “Highway Gothic” letterforms from the Standard Alphabets for Traffic Control Devices published by the U.S. Federal Highway Administration. Starting from those specifications, critical adjustments were made to the letterforms to create an optimal presentation at smaller sizes on-screen and later for display sizes, especially in the lighter weights. Overpass can be used for everything from extended passages of text in print and online, to UI design, posters, wayfinding signage, and environmental graphic design.  Designers: Delve Withrington, Dave Bailey, and Thomas Jockin TrueType Hinting: Jason Campbell Direction: Dave Crossland, Andy Fitzsimon, Jakub Steiner, and Ben Dubrovsky Special thanks: Aaron Bell for his diligence in preparing v4.0 for release and Michael Luton for his insight and support.  To contribute to the project, please visit https://github.com/RedHatOfficial/Overpass",,,,https://fonts.google.com/specimen/Overpass+Mono,DIN;,,,,44,,,,10,,,,3.33333333333333,9,4,,,39,2014,Neutral,,REMOVE
87,Playfair Display,Playfair Display,Serif,Modern,Century,,Google,Claus Eggers Sørensen,400..900;400..900i,var;vari;,,,,,,,,,6,34,25,1.36,44%,1.01492537313433,"Playfair is a transitional design. In the European Enlightenment in the late 18th century, broad nib quills were replaced by pointed steel pens as the popular writing tool of the day. Together with developments in printing technology, ink, and paper making, it became fashionable to print letterforms of high contrast and delicate hairlines that were increasingly detached from the written letterforms. This design lends itself to this period, and while it is not a revival of any particular design, it takes influence from the designs of John Baskerville and from ‘Scotch Roman’ designs.<br/>This typeface was initially published in 2011, and had a major update in 2017. Being a Display (large size) design in the transitional genre, functionally and stylistically it can accompany Georgia or Gelasio for body text. It was succeeded in 2023 by the complete Playfair design, which as a variable font includes body text designs in the optical size axis.<br/>This is the main family, with a sibling Playfair Display SC small caps family. The main family downloaded font files include a full set of small caps, common ligatures, and discretionary ligatures.<br/>The Playfair project is led by Claus Eggers Sørensen, a type designer based in Amsterdam, Netherlands. To contribute, see github.com/clauseggers/Playfair-Display
Playfair is well suited for general purpose typesetting. Playfair can be interpolated in three dimensions: Width, Weight and Optical Size. <br/>The optical size axis is the most extreme of the axes. Along that axis you can seamlessly change the letterforms from the extremely small Agate (5pt) to the extremely big Needlepoint (1200pt). The Agate has a very low contrast between the thickest and thinnest parts of its strokes, in fact the contrast is even slightly negative, meaning the the horisontal strokes are heavier than the vertical strokes. At the other end the Needlepoint is as high contrast as practically possible. The thinnest strokes are but a single unit wide, meaning that if you were to typeset in 1000 points using a Needlepoint weight, the resulting thinnest strokes would be one point wide. The weight axis adds a second dimension by allowing you to seamlessly change from a light regular to a dark black. <br/>An update in June 2023 slightly modifies the width axis, giving the text a narrower appearance. <br/>To contribute, see github.com/googlefonts/Playfair.","An open source serif that sits somewhere between a transitional and a modern. More geometric than Baskerville, more playful than Century Schoolbook, it comes in a range of optical sizes that make it suitable for a range of applications from large titles to longform copy. With a moderate x-height, Playfair is a good choice if the more faithful Century-style moderns are a little to austere or if you’re looking to use one for a range of applications. Looks good paired with grotesque, gothic or DIN-style geometric sans.",,,https://fonts.google.com/specimen/Playfair+Display,Franklin;Blake;,,,,9,22,,,45,10,,15,40,6,4,,15,79,2011,Quirky,Muzli;American Ballet Theatre;Guggenheim Bilbao,
88,Plus Jakarta Sans,Plus Jakarta Sans,Sans,Geometric,Neuzeit,,Google,Tokotype,200..800;200..800i,200..800;200..800i,,,,,,,,,2,35.5,25.5,1.39,54%,1.05970149253731,"Plus Jakarta Sans is a fresh take on geometric sans serif styles, designed by Gumpita Rahayu from Tokotype. The fonts were originally commissioned by 6616 Studio for Jakarta Provincial Government program's +Jakarta City of Collaboration identity in 2020.  <br/> Taking inspiration in Neuzeit Grotesk, Futura, and 1930s grotesque sans serifs with almost monolinear contrast and pointy curves, the fonts consist of modern and clean cut forms, the x-height dimension slightly taller to provide clear spaces between caps and x-height, and also equipped with open counters and balanced spaces to preserve the legibility at a large range of sizes.  <br/> The beauty of diversity captured in typography. Like the city itself, the uniqueness of this font is that in some glyphs it has its own diversity and characteristic of various explorations of forms that enrich the expressions and stories that coexist. The charms of Plus Jakarta Sans fonts appear when one looks closer, manifesting in a beauty that emerges once seen as a whole. Each alternate in the family contains several alternative characters, divided into three stylistic sets which Lancip (Sharp), Lurus (Straight), and Lingkar (Swirl).  <br/> As part of +Jakarta City of Collaboration, the fonts are made available for public use under the SIL Open Font License.  <br/> To contribute, see github.com/tokotype/PlusJakartaSans.","A variation of the popular Circular font, this Neuzeit-style geometric sans is a good choice for body copy and UI labels and can stand on its own as a brand font too. It can pair well with contemporary serifs and can even work with some of the quirkier Blake-style grotesques.",,,https://fonts.google.com/specimen/Plus+Jakarta+Sans,MetaSerif;Times;Blake;,,,,37,,,,17,1,1,15,22.6666666666667,9,9,,,104,2020,Neutral,,"Retain (Free, high quality, underrated)"
89,Poppins,Poppins,Sans,Geometric,Neuzeit,,Google,Indian Type Foundry;Jonny Pinhorn;Ninad Kale,100;100i;200;200i;300;300i;400;400i;500;500i;600;600i;700;700i;800;800i;900;900i,100;100i;200;200i;300;300i;400;400i;500;500i;600;600i;700;700i;800;800i;900;900i,,,,,,,,,0,33.5,26.5,1.26,,1,"Geometric sans serif typefaces have always been popular, and with support for both the Devanagari and Latin writing systems, Poppins is an internationalist addition to the genre.
Many of the Latin glyphs (such as the ampersand) are more constructed and rationalist than is typical. The Devanagari design was particularly novel when it was first published in 2015, and was the first ever Devanagari typeface with a range of weights in this genre. Just like the Latin, the Devanagari is based on pure geometry, particularly circles.
Each letterform is nearly monolinear, with optical corrections applied to stroke joints where necessary to maintain an even typographic color. The Devanagari base character height and the Latin ascender height are equal; Latin capital letters are shorter than the Devanagari characters, and the Latin x-height is set rather high.
The project was developed by Indian Type Foundry (ITF). The Devanagari was initially designed by Ninad Kale, while the Latin was initially designed by Jonny Pinhorn. Following their principal phase of designing the first 5 styles, the typeface was later refined, and expanded to include multiple weights and italics, by the ITF studio team.
",,,,https://fonts.google.com/specimen/Poppins/,NeoGrotesque;Times;,,,,,,,,50,,21,,37.6666666666667,5,8,,15,108,2014,Neutral,Muzli;Yelp;eMed,
90,Protipo,Protipo,Sans,Geometric,DIN,,Adobe,José Scaglione;Veronika Burian,300;300i;400;400i;500;500i;600;600i;700;700i;800;800i,300;300i;400;400i;500;500i;600;600i;700;700i;800;800i,,Compact-100;200;300;400;500;700;800;900,Narrow-300;300i;400;400i;500;500i;600;700i;800;800i,300;300i;400;400i;500;500i;600;700i;800;800i,,,,,3,34,26,1.31,,1.01492537313433,"Simple, impactful, and wide-ranging, Protipo helps information designers work smarter.",,,,https://fonts.adobe.com/fonts/protipo,Meta;MetaSerif;,Rubik,ump0tbz,,,,,,,,,15,15,9,8,,,87,2018,Technical,,REVIEW
91,Proxima Nova,Proxima Nova,Sans,Geometric,Proxima,Proxima,Adobe,Mark Simonson,100;100i;300;300i;400;400i;500;500i;600;600i;700;700i;800;800i;900;900i,100;100i;300;300i;400;400i;500;500i;600;600i;700;700i;800;800i;900;900i,100;100i;300;300i;400;400i;500;500i;600;600i;700;700i;800;800i;900;900i,,100;100i;300;300i;400;400i;500;500i;600;600i;700;700i;800;800i;900;900i,100;100i;300;300i;400;400i;500;500i;600;600i;700;700i;800;800i;900;900i,100;100i;300;300i;400;400i;500;500i;600;600i;700;700i;800;800i;900;900i,,,100;100i;300;300i;400;400i;500;500i;600;600i;700;700i;800;800i;900;900i,1,32,23,1.39,70%,0.955223880597015,,"Proxima Nova is the most popular commercial font on the internet. First designed by Mark Simonson as Proxima Sans in 1994, it’s name comes from its origins “close” to other sans serifs - it sits in between a number of geometric and grotesque fonts and can be seen as the start of a class in its own right. Its popularity really took off in 2005 when it was reissued as Proxima Nova and has since become a go to for UI design","Proxima Nova can work in pretty much any situation and it can be great choice if you want a bit more character than a neo-grotesque without sacrificing clarity and functionality. Although its popularity and simplified design might make it look a bit generic at large sizes, it pairs well with a range of sans and serif fonts, including its own equivalent serif, Proxima Sera.",Proxima Nova (2005) bridges the gap between typefaces like Futura and Akzidenz Grotesk. The result is a hybrid that combines modern proportions with a geometric appearance.,https://fonts.adobe.com/fonts/proxima-nova,Frutiger;Johnston;Meta;Optima;Times;Garamond;Caslon;,Nunito Sans,qfs0oru,,,,12,,,,15,15,30,10,10,10,15,155,2005,Neutral,DuckDuckGo;Buzzfeed;FitBit;,
92,Proxima Sera,Proxima Sera,Serif,Transitional,Times,Proxima,Adobe,Mark Simonson;Mark Simonson Studio,100;100i;200;200i;300;300i;400;400i;500;500i;600;600i;700;700i;800;800i;900;900i,100;100i;200;200i;300;300i;400;400i;500;500i;600;600i;700;700i;800;800i;900;900i,,,,,,,,,3,32,23,1.39,36%,0.955223880597015,N/A,The serif version of the popular Proxima Nova. It seems oddly playful compared to its sans serif equivalent. ,,,https://fonts.adobe.com/fonts/proxima-sera,NeoGrotesque;Franklin;Frutiger;Johnston;Meta;Optima;Neuzeit;Proxima;,Lora,cch8dam,,,,,,,,,,0,9,7,20,,83,2005,Neutral,,"Retain (High quality, paired)"
93,Proza Libre,Proza Libre,Sans,Humanist,Optima,,Google,Jasper de Waard,400;400i;500;500i;600;600i;700;700i;800;800i,400;400i;500;500i;600;600i;700;700i;800;800i,,,,,,,,,3,34.5,25,1.38,88%,1.02985074626866,"<br/>Proza Libre is the libre version of the retail Proza type family, by Bureau Roffa. <br/>It is made to render exceptionally well on screens across different operating systems, especially Windows, using ttfautohint.<br/><br/><br/>The Proza Libre project is led by Jasper de Waard, a type designer based in the Netherlands. <br/>To contribute, see github.com/jasperdewaard/Proza-Libre<br/>","A calligraphic humanist sans similar to Optima. Very high quality free font although difficult to pair. Probably works best as body text with serifs and with other, less opinionated humanist sans as a heading.",,,https://fonts.google.com/specimen/Proza+Libre,Caslon;Times;Johnston;,,,,50,,,,4,,,,1.33333333333333,9,8,,,73,2016,Elegant,,"Retain (Free, high quality, underrated)"
94,PT Mono,PT Mono,Mono,HumanistMono,Mono,PT,Google,ParaType,400;,400;,,,,,,,,,3,33.5,24,1.40,,1,"PT Mono was developed for specific uses in forms, tables, worksheets and other contexts. Equal character widths are very helpful in setting complex documents, as with such a font you may easily calculate size of entry fields, column widths in tables and so on. One of the most important areas of use is in governmental web sites where visitors have to fill different forms. Currently PT Mono consists of just one Regular style.
PT Mono was designed by Alexandra Korolkova with participation of Isabella Chaeva and with the financial support of Google Web Fonts.",,,,https://fonts.google.com/specimen/PT+Mono,Meta;MetaSerif;,,,,43,,,,11,,,,3.66666666666667,8,3,,,28,2010,Neutral,,REVIEW
95,PT Sans,PT Sans,Sans,Humanist,Meta,PT,Google,ParaType,400;400i;700;700i,400;400i;700;700i,,,Narrow-400;400i;700;700i,,,,,,3,33.5,24,1.40,88%,1,"PT Sans was developed for the project &quot;Public Types of Russian Federation.&quot; The second family of the project, PT Serif, is also available. The fonts are released with a libre license and can be freely redistributed: The main aim of the project is to give possibility to the people of Russia to read and write in their native languages. The project is dedicated to the 300 year anniversary of the civil type invented by Peter the Great in 1708–1710. It was given financial support from the Russian Federal Agency for Press and Mass Communications. The fonts include standard Western, Central European and Cyrillic code pages, plus the characters of every title language in the Russian Federation. This makes them a unique and very important tool for modern digital communications. PT Sans is based on Russian sans serif types of the second part of the 20th century, but at the same time has distinctive features of contemporary humanistic designs. The family consists of 8 styles: 4 basic styles, 2 captions styles for small sizes, and 2 narrows styles for economic type setting. Designed by Alexandra Korolkova, Olga Umpeleva and Vladimir Yefimov and released by ParaType in 2009.","A humanist sans that has similar letterforms to Meta Correspondence, although the proportions are slightly wider. Works well with other fonts including Grotesques, Proxima and DIN-style geometrics and contemporary and slab serifs.",,,https://fonts.google.com/specimen/PT+Sans,NeoGrotesque;Proxima;MetaSerif;Slab;,,,,4,31,,,50,6,,,22.6666666666667,8,8,10,10,107,2010,Neutral,Oxford University;Uffizi,
96,PT Serif,PT Serif,Serif,Contemporary,MetaSerif,PT,Google,ParaType,400;400i;700;700i,400;400i;700;700i,,,,,,,,,3,33.5,24,1.40,50%,1,"PT Serif™ is the second pan-Cyrillic font family developed for the project “Public Types of the Russian Federation.” The first family of the project, PT Sans, was released in 2009. The fonts are released with a libre license and can be freely redistributed: The main aim of the project is to give possibility to the people of Russia to read and write in their native languages. The project is dedicated to the 300 year anniversary of the civil type invented by Peter the Great in 1708–1710. It was given financial support from the Russian Federal Agency for Press and Mass Communications. The fonts include standard Western, Central European and Cyrillic code pages, plus the characters of every title language in the Russian Federation. This makes them a unique and very important tool for modern digital communications. PT Serif is a transitional serif typeface with humanistic terminals. It is designed for use together with PT Sans, and is harmonized across metrics, proportions, weights and design. The family consists of six styles: regular and bold weights with corresponding italics form a standard font family for basic text setting; two caption styles in regular and italic are for use in small point sizes. Designed by Alexandra Korolkova, Olga Umpeleva and Vladimir Yefimov and released by ParaType in 2010.","A contemporary serif that like PT Sans is very close to the Meta family. Like FF Meta, it works well in a range of contexts, including most humanist and grotesque sans serifs, as well some of the more contemporary Neuzeit-style geometric sans serifs.",,,https://fonts.google.com/specimen/PT+Serif,Frutiger;Johnston;Meta;Franklin;Blake;,,,,12,32,,,42,5,,15,34,8,7,,5,95,2010,Neutral,Ada,
97,Public Sans,Public Sans,Sans,Grotesque,Franklin,,Google,USWDS;Dan Williams;Pablo Impallari;Rodrigo Fuenzalida,100..900;100..900i,100..900;100..900i,,,,,,,,,2,34.5,25,1.38,36%,1.02985074626866,"Based on Libre Franklin, Public Sans is a strong, neutral typeface for interfaces, text, and headings. It was Developed by the United States Web Design System. <br/>The family was upgraded to a variable font in May 2022. <br/>To contribute, see github.com/uswds/public-sans","Public Sans is a grotesque sans designed by Dan Williams, Pablo Impallari and Rodrigo Fuenzalida for the US Web Design System. It was open sourced by the US Government in 2018. It is a gothic based on Libre Franklin, although most letterforms have been redrawn - and improved - for this implementation.","Public Sans is a gothic that was designed for the web, so is probably a better choice than some of the older gothics for practical UI implementations. It looks great for long form copy and the quality of the letterforms hold up at display sizes. It can either work on its own for more functional applications, or can support a more characterful serif when building a brand.","A strong, neutral typeface for interfaces, text, and headings.",https://fonts.google.com/specimen/Public+Sans,MetaSerif;Slab;,,,,33,,,,21,,,,7,9,10,10,15,122,2018,Neutral,National Museum Of American History;Sinebrychoff Art Museum;Evidation,
98,Questa,Questa,Serif,Contemporary,Questa,Questa,Adobe,Jos Buivenga;Martin Majoor;The Questa Project,300;300i;400;400i;500;500i;700;700i;900;900i,300;300i;400;400i;500;500i;700;700i;900;900i,,,,,,,,,5,31.5,21.5,1.47,37%,0.940298507462687,N/A,,,,https://fonts.adobe.com/fonts/questa,Blake;Franklin;,Inria Serif,rfe1kqe,,,,,,,,,,0,9,9,,,81,2014,Quirky,,REMOVE
99,Questa Grande,Questa Grande,Serif,Modern,Bodoni,Questa,Adobe,Jos Buivenga;Martin Majoor;The Questa Project,300;300i;400;400i;500;500i;700;700i;900;900i,300;300i;400;400i;500;500i;700;700i;900;900i,,,,,,,,,5,31.5,21.5,1.47,36%,0.940298507462687,N/A,"Part of the Questa family, Questa Grande is a take on a Bodoni-style modern. Many uppercase characters resemble Bodoni, whilst lowercase reveals more of the fonts own character. It is more light hearted and whimsical than other moderns which might suit your brand. A higher x-height and overall more contemporary design makes this easier to use for digital projects and is easier to pair - try pairing with humanist or geometric sans of similar proportions.",,,https://fonts.adobe.com/fonts/questa-grande,Blake;Franklin;Meta;,Bodoni Moda,kue4zna,,,,,,,,,15,15,9,6,,,69,2014,Quirky,,REMOVE
100,Questa Sans,Questa Sans,Sans,Grotesque,Blake,Questa,Adobe,Jos Buivenga;Martin Majoor;The Questa Project,300;300i;400;400i;500;500i;700;700i;900;900i,300;300i;400;400i;500;500i;700;700i;900;900i,,,,,,,,,5,31.5,22,1.43,45%,0.940298507462687,N/A,"A cool variation of the Blake-style grotesque. Tails on the a and t tucked in further to create more compact letter forms, whilst introduces its own elements like the sloped shoulder on n. Part of the Questa family. All variants are highly characterful but might be the right choice for your project.",,,https://fonts.adobe.com/fonts/questa-sans,Times;Slab;,Work Sans,rwa8zuu,,,,,,,,,15,15,9,9,,,96,2014,Quirky,,REMOVE
101,Questa Slab,Questa Slab,Serif,Slab,Slab,Questa,Adobe,Jos Buivenga;Martin Majoor;The Questa Project,300;300i;400;400i;500;500i;700;700i;900;900i,300;300i;400;400i;500;500i;700;700i;900;900i,,,,,,,,,5,31.5,22,1.43,41%,0.940298507462687,N/A,,,,https://fonts.adobe.com/fonts/questa-slab,Blake;Franklin;Meta;,Roboto Slab,wvx6ogz,,,,,,,,,,0,9,7,,,63,2014,Quirky,,REMOVE
102,Roboto,Roboto,Sans,Grotesque,NeoGrotesque,Roboto,Google,Christian Robertson,100..900;100..900i,100..900;100..900i,,,100..900;100..900i,,,,,,0,34,25.5,1.33,36%,1.01492537313433,"<br/>Roboto has a dual nature. <br/>It has a mechanical skeleton and the forms are largely geometric. <br/>At the same time, the font features friendly and open curves. <br/>While some grotesks distort their letterforms to force a rigid rhythm, Roboto doesn’t compromise, allowing letters to be settled into their natural width. <br/>This makes for a more natural reading rhythm more commonly found in humanist and serif types.<br/><br/><br/>This is the regular family, which can be used alongside the Roboto Condensed family and the Roboto Slab family.<br/><br/><br/>To contribute, see github.com/google/roboto<br/>",A highly geometric variant of the neo-grotesk. Use as a system font by Android means its a little anonymous and overused. Nevertheless could be useful when you’re looking for a more recent grotesque to pair with a contemporary sans or contemporary or slab serif.,,,https://fonts.google.com/specimen/Roboto,Blake;Times;Slab;,,,,1,15,,,53,13,,15,45.6666666666667,4,7,,15,89,2011,Neutral,United Nations;Technische Universität München;Max Planck Institute;London School of Economics;Louvre,
